2019-08-30 10:21:30 server.StartSever.main(StartSever.java:7) StartSever.java INFO TestLog
2019-08-30 14:49:59 server.req_resp_Imp.ResponImp.getResHeader(ResponImp.java:49) ResponImp.java INFO 后缀：html
2019-08-30 14:49:59 server.req_resp_Imp.ResponImp.getResHeader(ResponImp.java:49) ResponImp.java INFO 后缀：html
2019-08-30 14:51:42 server.req_resp_Imp.RequestImp.spBody(RequestImp.java:95) RequestImp.java INFO id
2019-08-30 14:51:42 server.req_resp_Imp.RequestImp.spBody(RequestImp.java:95) RequestImp.java INFO pwd
2019-08-30 14:51:42 server.req_resp_Imp.ResponImp.getResHeader(ResponImp.java:49) ResponImp.java INFO 后缀：html
2019-08-30 14:51:42 server.req_resp_Imp.ResponImp.getResHeader(ResponImp.java:49) ResponImp.java INFO 后缀：html
2019-08-30 14:51:53 server.req_resp_Imp.RequestImp.spBody(RequestImp.java:95) RequestImp.java INFO id
2019-08-30 14:51:53 server.req_resp_Imp.RequestImp.spBody(RequestImp.java:95) RequestImp.java INFO pwd
2019-08-30 14:51:53 server.req_resp_Imp.ResponImp.getResHeader(ResponImp.java:49) ResponImp.java INFO 后缀：html
2019-08-30 14:51:53 server.req_resp_Imp.ResponImp.getResHeader(ResponImp.java:49) ResponImp.java INFO 后缀：html
2019-08-30 14:52:09 server.req_resp_Imp.RequestImp.spBody(RequestImp.java:95) RequestImp.java INFO id
2019-08-30 14:52:09 server.req_resp_Imp.RequestImp.spBody(RequestImp.java:95) RequestImp.java INFO pwd
2019-08-30 14:52:09 server.req_resp_Imp.ResponImp.getResHeader(ResponImp.java:49) ResponImp.java INFO 后缀：html
2019-08-30 14:52:09 server.req_resp_Imp.ResponImp.getResHeader(ResponImp.java:49) ResponImp.java INFO 后缀：html
2019-08-30 14:52:18 server.req_resp_Imp.RequestImp.spBody(RequestImp.java:95) RequestImp.java INFO id
2019-08-30 14:52:18 server.req_resp_Imp.RequestImp.spBody(RequestImp.java:95) RequestImp.java INFO pwd
2019-08-30 14:52:18 server.req_resp_Imp.ResponImp.getResHeader(ResponImp.java:49) ResponImp.java INFO 后缀：html
2019-08-30 14:52:18 server.req_resp_Imp.ResponImp.getResHeader(ResponImp.java:49) ResponImp.java INFO 后缀：html
2019-08-30 14:52:21 server.req_resp_Imp.RequestImp.spBody(RequestImp.java:95) RequestImp.java INFO id
2019-08-30 14:52:21 server.req_resp_Imp.RequestImp.spBody(RequestImp.java:95) RequestImp.java INFO pwd
2019-08-30 14:52:21 server.req_resp_Imp.ResponImp.getResHeader(ResponImp.java:49) ResponImp.java INFO 后缀：html
2019-08-30 14:52:21 server.req_resp_Imp.ResponImp.getResHeader(ResponImp.java:49) ResponImp.java INFO 后缀：html
2019-08-30 14:52:23 server.req_resp_Imp.RequestImp.spBody(RequestImp.java:95) RequestImp.java INFO id
2019-08-30 14:52:23 server.req_resp_Imp.RequestImp.spBody(RequestImp.java:95) RequestImp.java INFO pwd
2019-08-30 14:52:23 server.req_resp_Imp.ResponImp.getResHeader(ResponImp.java:49) ResponImp.java INFO 后缀：html
2019-08-30 14:52:23 server.req_resp_Imp.ResponImp.getResHeader(ResponImp.java:49) ResponImp.java INFO 后缀：html
2019-08-30 14:52:27 server.req_resp_Imp.RequestImp.spBody(RequestImp.java:95) RequestImp.java INFO id
2019-08-30 14:52:27 server.req_resp_Imp.RequestImp.spBody(RequestImp.java:95) RequestImp.java INFO pwd
2019-08-30 14:52:27 server.req_resp_Imp.ResponImp.getResHeader(ResponImp.java:49) ResponImp.java INFO 后缀：html
2019-08-30 14:52:27 server.req_resp_Imp.ResponImp.getResHeader(ResponImp.java:49) ResponImp.java INFO 后缀：html
2019-08-30 14:52:35 server.req_resp_Imp.RequestImp.spBody(RequestImp.java:95) RequestImp.java INFO id
2019-08-30 14:52:35 server.req_resp_Imp.RequestImp.spBody(RequestImp.java:95) RequestImp.java INFO pwd
2019-08-30 14:52:35 server.req_resp_Imp.ResponImp.getResHeader(ResponImp.java:49) ResponImp.java INFO 后缀：html
2019-08-30 14:52:35 server.req_resp_Imp.ResponImp.getResHeader(ResponImp.java:49) ResponImp.java INFO 后缀：html
2019-08-30 14:52:37 server.req_resp_Imp.RequestImp.spBody(RequestImp.java:95) RequestImp.java INFO id
2019-08-30 14:52:37 server.req_resp_Imp.RequestImp.spBody(RequestImp.java:95) RequestImp.java INFO pwd
2019-08-30 14:52:37 server.req_resp_Imp.ResponImp.getResHeader(ResponImp.java:49) ResponImp.java INFO 后缀：html
2019-08-30 14:52:37 server.req_resp_Imp.ResponImp.getResHeader(ResponImp.java:49) ResponImp.java INFO 后缀：html
2019-08-30 14:52:39 server.req_resp_Imp.RequestImp.spBody(RequestImp.java:95) RequestImp.java INFO id
2019-08-30 14:52:39 server.req_resp_Imp.RequestImp.spBody(RequestImp.java:95) RequestImp.java INFO pwd
2019-08-30 14:52:39 server.req_resp_Imp.ResponImp.getResHeader(ResponImp.java:49) ResponImp.java INFO 后缀：html
2019-08-30 14:52:39 server.req_resp_Imp.ResponImp.getResHeader(ResponImp.java:49) ResponImp.java INFO 后缀：html
2019-08-30 14:53:08 server.req_resp_Imp.RequestImp.spBody(RequestImp.java:95) RequestImp.java INFO id
2019-08-30 14:53:08 server.req_resp_Imp.RequestImp.spBody(RequestImp.java:95) RequestImp.java INFO pwd
2019-08-30 14:53:08 server.req_resp_Imp.ResponImp.getResHeader(ResponImp.java:49) ResponImp.java INFO 后缀：html
2019-08-30 14:53:08 server.req_resp_Imp.ResponImp.getResHeader(ResponImp.java:49) ResponImp.java INFO 后缀：html
2019-08-30 14:53:12 server.req_resp_Imp.RequestImp.spBody(RequestImp.java:95) RequestImp.java INFO id
2019-08-30 14:53:12 server.req_resp_Imp.RequestImp.spBody(RequestImp.java:95) RequestImp.java INFO pwd
2019-08-30 14:53:12 server.req_resp_Imp.ResponImp.getResHeader(ResponImp.java:49) ResponImp.java INFO 后缀：html
2019-08-30 14:53:12 server.req_resp_Imp.ResponImp.getResHeader(ResponImp.java:49) ResponImp.java INFO 后缀：html
2019-08-30 14:53:13 server.req_resp_Imp.RequestImp.spBody(RequestImp.java:95) RequestImp.java INFO id
2019-08-30 14:53:13 server.req_resp_Imp.RequestImp.spBody(RequestImp.java:95) RequestImp.java INFO pwd
2019-08-30 14:53:13 server.req_resp_Imp.ResponImp.getResHeader(ResponImp.java:49) ResponImp.java INFO 后缀：html
2019-08-30 14:53:13 server.req_resp_Imp.ResponImp.getResHeader(ResponImp.java:49) ResponImp.java INFO 后缀：html
2019-08-30 14:53:13 server.req_resp_Imp.RequestImp.spBody(RequestImp.java:95) RequestImp.java INFO id
2019-08-30 14:53:13 server.req_resp_Imp.RequestImp.spBody(RequestImp.java:95) RequestImp.java INFO pwd
2019-08-30 14:53:13 server.req_resp_Imp.ResponImp.getResHeader(ResponImp.java:49) ResponImp.java INFO 后缀：html
2019-08-30 14:53:13 server.req_resp_Imp.ResponImp.getResHeader(ResponImp.java:49) ResponImp.java INFO 后缀：html
2019-08-30 14:53:14 server.req_resp_Imp.RequestImp.spBody(RequestImp.java:95) RequestImp.java INFO id
2019-08-30 14:53:14 server.req_resp_Imp.RequestImp.spBody(RequestImp.java:95) RequestImp.java INFO pwd
2019-08-30 14:53:14 server.req_resp_Imp.ResponImp.getResHeader(ResponImp.java:49) ResponImp.java INFO 后缀：html
2019-08-30 14:53:14 server.req_resp_Imp.ResponImp.getResHeader(ResponImp.java:49) ResponImp.java INFO 后缀：html
2019-08-30 14:53:14 server.req_resp_Imp.RequestImp.spBody(RequestImp.java:95) RequestImp.java INFO id
2019-08-30 14:53:14 server.req_resp_Imp.RequestImp.spBody(RequestImp.java:95) RequestImp.java INFO pwd
2019-08-30 14:53:14 server.req_resp_Imp.ResponImp.getResHeader(ResponImp.java:49) ResponImp.java INFO 后缀：html
2019-08-30 14:53:14 server.req_resp_Imp.ResponImp.getResHeader(ResponImp.java:49) ResponImp.java INFO 后缀：html
2019-08-30 14:53:16 server.req_resp_Imp.RequestImp.spBody(RequestImp.java:95) RequestImp.java INFO id
2019-08-30 14:53:16 server.req_resp_Imp.RequestImp.spBody(RequestImp.java:95) RequestImp.java INFO pwd
2019-08-30 14:53:16 server.req_resp_Imp.ResponImp.getResHeader(ResponImp.java:49) ResponImp.java INFO 后缀：html
2019-08-30 14:53:16 server.req_resp_Imp.ResponImp.getResHeader(ResponImp.java:49) ResponImp.java INFO 后缀：html
2019-08-30 14:53:35 server.req_resp_Imp.RequestImp.spBody(RequestImp.java:95) RequestImp.java INFO id
2019-08-30 14:53:35 server.req_resp_Imp.RequestImp.spBody(RequestImp.java:95) RequestImp.java INFO pwd
2019-08-30 14:53:35 server.req_resp_Imp.ResponImp.getResHeader(ResponImp.java:49) ResponImp.java INFO 后缀：html
2019-08-30 14:53:35 server.req_resp_Imp.ResponImp.getResHeader(ResponImp.java:49) ResponImp.java INFO 后缀：html
2019-08-30 14:53:35 server.req_resp_Imp.ResponImp.getResHeader(ResponImp.java:49) ResponImp.java INFO 后缀：action
2019-08-30 14:53:35 server.req_resp_Imp.ResponImp.getResHeader(ResponImp.java:49) ResponImp.java INFO 后缀：action
2019-08-30 14:53:57 server.req_resp_Imp.ResponImp.getResHeader(ResponImp.java:49) ResponImp.java INFO 后缀：html
2019-08-30 14:53:57 server.req_resp_Imp.ResponImp.getResHeader(ResponImp.java:49) ResponImp.java INFO 后缀：html
2019-08-30 14:54:00 server.req_resp_Imp.ResponImp.getResHeader(ResponImp.java:49) ResponImp.java INFO 后缀：html
2019-08-30 14:54:00 server.req_resp_Imp.ResponImp.getResHeader(ResponImp.java:49) ResponImp.java INFO 后缀：html
2019-08-30 14:54:04 server.req_resp_Imp.ResponImp.getResHeader(ResponImp.java:49) ResponImp.java INFO 后缀：/
2019-08-30 14:54:04 server.req_resp_Imp.ResponImp.getResHeader(ResponImp.java:49) ResponImp.java INFO 后缀：/
2019-08-30 14:54:19 server.req_resp_Imp.ResponImp.getResHeader(ResponImp.java:49) ResponImp.java INFO 后缀：html
2019-08-30 14:54:19 server.req_resp_Imp.ResponImp.getResHeader(ResponImp.java:49) ResponImp.java INFO 后缀：html
2019-08-30 14:54:26 server.req_resp_Imp.ResponImp.getResHeader(ResponImp.java:49) ResponImp.java INFO 后缀：html
2019-08-30 14:54:26 server.req_resp_Imp.ResponImp.getResHeader(ResponImp.java:49) ResponImp.java INFO 后缀：html
2019-08-30 16:16:03 server.req_resp_Imp.ResponImp.getResHeader(ResponImp.java:61) ResponImp.java INFO 后缀：html
2019-08-30 16:16:03 server.req_resp_Imp.ResponImp.getResHeader(ResponImp.java:61) ResponImp.java INFO 后缀：html
2019-08-30 16:16:19 server.req_resp_Imp.RequestImp.spBody(RequestImp.java:95) RequestImp.java INFO id
2019-08-30 16:16:19 server.req_resp_Imp.RequestImp.spBody(RequestImp.java:95) RequestImp.java INFO pwd
2019-08-30 16:16:19 server.req_resp_Imp.ResponImp.getResHeader(ResponImp.java:61) ResponImp.java INFO 后缀：action
2019-08-30 16:16:20 server.req_resp_Imp.RequestImp.spBody(RequestImp.java:95) RequestImp.java INFO id
2019-08-30 16:16:20 server.req_resp_Imp.RequestImp.spBody(RequestImp.java:95) RequestImp.java INFO pwd
2019-08-30 16:16:20 server.req_resp_Imp.ResponImp.getResHeader(ResponImp.java:61) ResponImp.java INFO 后缀：action
2019-08-30 16:16:24 server.req_resp_Imp.RequestImp.spBody(RequestImp.java:95) RequestImp.java INFO id
2019-08-30 16:16:24 server.req_resp_Imp.RequestImp.spBody(RequestImp.java:95) RequestImp.java INFO pwd
2019-08-30 16:16:24 server.req_resp_Imp.ResponImp.getResHeader(ResponImp.java:61) ResponImp.java INFO 后缀：action
2019-08-30 16:16:25 server.req_resp_Imp.RequestImp.spBody(RequestImp.java:95) RequestImp.java INFO id
2019-08-30 16:16:25 server.req_resp_Imp.RequestImp.spBody(RequestImp.java:95) RequestImp.java INFO pwd
2019-08-30 16:16:25 server.req_resp_Imp.ResponImp.getResHeader(ResponImp.java:61) ResponImp.java INFO 后缀：action
2019-08-30 16:16:25 server.req_resp_Imp.RequestImp.spBody(RequestImp.java:95) RequestImp.java INFO id
2019-08-30 16:16:25 server.req_resp_Imp.RequestImp.spBody(RequestImp.java:95) RequestImp.java INFO pwd
2019-08-30 16:16:25 server.req_resp_Imp.ResponImp.getResHeader(ResponImp.java:61) ResponImp.java INFO 后缀：action
2019-08-30 16:16:25 server.req_resp_Imp.RequestImp.spBody(RequestImp.java:95) RequestImp.java INFO id
2019-08-30 16:16:25 server.req_resp_Imp.RequestImp.spBody(RequestImp.java:95) RequestImp.java INFO pwd
2019-08-30 16:16:25 server.req_resp_Imp.ResponImp.getResHeader(ResponImp.java:61) ResponImp.java INFO 后缀：action
2019-08-30 16:16:25 server.req_resp_Imp.RequestImp.spBody(RequestImp.java:95) RequestImp.java INFO id
2019-08-30 16:16:25 server.req_resp_Imp.RequestImp.spBody(RequestImp.java:95) RequestImp.java INFO pwd
2019-08-30 16:16:25 server.req_resp_Imp.ResponImp.getResHeader(ResponImp.java:61) ResponImp.java INFO 后缀：action
2019-08-30 16:16:25 server.req_resp_Imp.RequestImp.spBody(RequestImp.java:95) RequestImp.java INFO id
2019-08-30 16:16:25 server.req_resp_Imp.RequestImp.spBody(RequestImp.java:95) RequestImp.java INFO pwd
2019-08-30 16:16:25 server.req_resp_Imp.ResponImp.getResHeader(ResponImp.java:61) ResponImp.java INFO 后缀：action
2019-08-30 16:16:25 server.req_resp_Imp.RequestImp.spBody(RequestImp.java:95) RequestImp.java INFO id
2019-08-30 16:16:25 server.req_resp_Imp.RequestImp.spBody(RequestImp.java:95) RequestImp.java INFO pwd
2019-08-30 16:16:25 server.req_resp_Imp.ResponImp.getResHeader(ResponImp.java:61) ResponImp.java INFO 后缀：action
2019-08-30 16:16:26 server.req_resp_Imp.RequestImp.spBody(RequestImp.java:95) RequestImp.java INFO id
2019-08-30 16:16:26 server.req_resp_Imp.RequestImp.spBody(RequestImp.java:95) RequestImp.java INFO pwd
2019-08-30 16:16:26 server.req_resp_Imp.ResponImp.getResHeader(ResponImp.java:61) ResponImp.java INFO 后缀：action
2019-08-30 16:16:26 server.req_resp_Imp.RequestImp.spBody(RequestImp.java:95) RequestImp.java INFO id
2019-08-30 16:16:26 server.req_resp_Imp.RequestImp.spBody(RequestImp.java:95) RequestImp.java INFO pwd
2019-08-30 16:16:26 server.req_resp_Imp.ResponImp.getResHeader(ResponImp.java:61) ResponImp.java INFO 后缀：action
2019-08-30 16:16:26 server.req_resp_Imp.RequestImp.spBody(RequestImp.java:95) RequestImp.java INFO id
2019-08-30 16:16:26 server.req_resp_Imp.RequestImp.spBody(RequestImp.java:95) RequestImp.java INFO pwd
2019-08-30 16:16:26 server.req_resp_Imp.ResponImp.getResHeader(ResponImp.java:61) ResponImp.java INFO 后缀：action
2019-08-30 16:16:26 server.req_resp_Imp.RequestImp.spBody(RequestImp.java:95) RequestImp.java INFO id
2019-08-30 16:16:26 server.req_resp_Imp.RequestImp.spBody(RequestImp.java:95) RequestImp.java INFO pwd
2019-08-30 16:16:26 server.req_resp_Imp.ResponImp.getResHeader(ResponImp.java:61) ResponImp.java INFO 后缀：action
2019-08-30 16:16:30 server.req_resp_Imp.RequestImp.spBody(RequestImp.java:95) RequestImp.java INFO id
2019-08-30 16:16:30 server.req_resp_Imp.RequestImp.spBody(RequestImp.java:95) RequestImp.java INFO pwd
2019-08-30 16:16:30 server.req_resp_Imp.ResponImp.getResHeader(ResponImp.java:61) ResponImp.java INFO 后缀：action
2019-08-30 16:16:30 server.req_resp_Imp.ResponImp.getResHeader(ResponImp.java:61) ResponImp.java INFO 后缀：ico
2019-08-30 16:16:30 server.req_resp_Imp.ResponImp.getResHeader(ResponImp.java:61) ResponImp.java INFO 后缀：ico
2019-08-30 16:16:30 server.req_resp_Imp.ResponImp.getResHeader(ResponImp.java:61) ResponImp.java INFO 后缀：/
2019-08-30 16:16:30 server.req_resp_Imp.ResponImp.getResHeader(ResponImp.java:61) ResponImp.java INFO 后缀：/
2019-08-30 16:16:39 server.req_resp_Imp.ResponImp.getResHeader(ResponImp.java:61) ResponImp.java INFO 后缀：html
2019-08-30 16:16:39 server.req_resp_Imp.ResponImp.getResHeader(ResponImp.java:61) ResponImp.java INFO 后缀：html
2019-08-30 16:16:44 server.req_resp_Imp.ResponImp.getResHeader(ResponImp.java:61) ResponImp.java INFO 后缀：/
2019-08-30 16:16:44 server.req_resp_Imp.ResponImp.getResHeader(ResponImp.java:61) ResponImp.java INFO 后缀：/
2019-08-30 16:16:54 server.req_resp_Imp.RequestImp.spBody(RequestImp.java:95) RequestImp.java INFO name
2019-08-30 16:16:54 server.req_resp_Imp.RequestImp.spBody(RequestImp.java:95) RequestImp.java INFO dd
2019-08-30 16:16:54 server.req_resp_Imp.ResponImp.getResHeader(ResponImp.java:61) ResponImp.java INFO 后缀：html
2019-08-30 16:16:54 server.req_resp_Imp.ResponImp.getResHeader(ResponImp.java:61) ResponImp.java INFO 后缀：html
2019-08-30 16:18:06 server.req_resp_Imp.ResponImp.getResHeader(ResponImp.java:61) ResponImp.java INFO 后缀：html
2019-08-30 16:18:06 server.req_resp_Imp.ResponImp.getResHeader(ResponImp.java:61) ResponImp.java INFO 后缀：html
2019-08-30 16:19:26 server.req_resp_Imp.ResponImp.getResHeader(ResponImp.java:61) ResponImp.java INFO 后缀：action
2019-08-30 16:19:42 server.req_resp_Imp.ResponImp.getResHeader(ResponImp.java:61) ResponImp.java INFO 后缀：html
2019-08-30 16:19:42 server.req_resp_Imp.ResponImp.getResHeader(ResponImp.java:61) ResponImp.java INFO 后缀：html
2019-08-30 16:22:27 server.req_resp_Imp.ResponImp.getResHeader(ResponImp.java:61) ResponImp.java INFO 后缀：ico
2019-08-30 16:22:27 server.req_resp_Imp.ResponImp.getResHeader(ResponImp.java:61) ResponImp.java INFO 后缀：ico
2019-08-30 16:22:31 server.req_resp_Imp.ResponImp.getResHeader(ResponImp.java:61) ResponImp.java INFO 后缀：html
2019-08-30 16:22:31 server.req_resp_Imp.ResponImp.getResHeader(ResponImp.java:61) ResponImp.java INFO 后缀：html
2019-08-30 16:22:32 server.req_resp_Imp.ResponImp.getResHeader(ResponImp.java:61) ResponImp.java INFO 后缀：ico
2019-08-30 16:22:32 server.req_resp_Imp.ResponImp.getResHeader(ResponImp.java:61) ResponImp.java INFO 后缀：ico
2019-08-30 16:22:41 server.req_resp_Imp.RequestImp.spBody(RequestImp.java:96) RequestImp.java INFO id
2019-08-30 16:22:41 server.req_resp_Imp.RequestImp.spBody(RequestImp.java:96) RequestImp.java INFO pwd
2019-08-30 16:22:41 server.req_resp_Imp.ResponImp.getResHeader(ResponImp.java:61) ResponImp.java INFO 后缀：action
2019-08-30 16:23:03 server.req_resp_Imp.ResponImp.getResHeader(ResponImp.java:61) ResponImp.java INFO 后缀：html
2019-08-30 16:23:03 server.req_resp_Imp.ResponImp.getResHeader(ResponImp.java:61) ResponImp.java INFO 后缀：html
2019-08-30 16:23:21 server.req_resp_Imp.ResponImp.getResHeader(ResponImp.java:61) ResponImp.java INFO 后缀：html
2019-08-30 16:23:21 server.req_resp_Imp.ResponImp.getResHeader(ResponImp.java:61) ResponImp.java INFO 后缀：html
2019-08-30 16:23:27 server.req_resp_Imp.RequestImp.spBody(RequestImp.java:96) RequestImp.java INFO id
2019-08-30 16:23:27 server.req_resp_Imp.RequestImp.spBody(RequestImp.java:96) RequestImp.java INFO pwd
2019-08-30 16:23:27 server.req_resp_Imp.ResponImp.getResHeader(ResponImp.java:61) ResponImp.java INFO 后缀：action
2019-08-30 16:24:22 server.req_resp_Imp.ResponImp.getResHeader(ResponImp.java:61) ResponImp.java INFO 后缀：html
2019-08-30 16:24:22 server.req_resp_Imp.ResponImp.getResHeader(ResponImp.java:61) ResponImp.java INFO 后缀：html
2019-08-30 16:25:49 server.req_resp_Imp.ResponImp.getResHeader(ResponImp.java:61) ResponImp.java INFO 后缀：html
2019-08-30 16:25:49 server.req_resp_Imp.ResponImp.getResHeader(ResponImp.java:61) ResponImp.java INFO 后缀：html
2019-08-30 16:25:56 server.req_resp_Imp.RequestImp.spBody(RequestImp.java:96) RequestImp.java INFO id
2019-08-30 16:25:56 server.req_resp_Imp.RequestImp.spBody(RequestImp.java:96) RequestImp.java INFO pwd
2019-08-30 16:25:56 server.req_resp_Imp.ResponImp.getResHeader(ResponImp.java:61) ResponImp.java INFO 后缀：action
2019-08-30 16:26:00 server.req_resp_Imp.ResponImp.getResHeader(ResponImp.java:61) ResponImp.java INFO 后缀：html
2019-08-30 16:26:00 server.req_resp_Imp.ResponImp.getResHeader(ResponImp.java:61) ResponImp.java INFO 后缀：html
2019-08-30 16:26:06 server.req_resp_Imp.RequestImp.spBody(RequestImp.java:96) RequestImp.java INFO id
2019-08-30 16:26:06 server.req_resp_Imp.RequestImp.spBody(RequestImp.java:96) RequestImp.java INFO pwd
2019-08-30 16:26:06 server.req_resp_Imp.ResponImp.getResHeader(ResponImp.java:61) ResponImp.java INFO 后缀：action
2019-08-30 16:26:11 server.req_resp_Imp.ResponImp.getResHeader(ResponImp.java:61) ResponImp.java INFO 后缀：html
2019-08-30 16:26:11 server.req_resp_Imp.ResponImp.getResHeader(ResponImp.java:61) ResponImp.java INFO 后缀：html
2019-08-30 16:26:18 server.req_resp_Imp.RequestImp.spBody(RequestImp.java:96) RequestImp.java INFO id
2019-08-30 16:26:18 server.req_resp_Imp.RequestImp.spBody(RequestImp.java:96) RequestImp.java INFO pwd
2019-08-30 16:26:18 server.req_resp_Imp.ResponImp.getResHeader(ResponImp.java:61) ResponImp.java INFO 后缀：action
2019-08-30 16:28:18 server.req_resp_Imp.ResponImp.getResHeader(ResponImp.java:61) ResponImp.java INFO 后缀：html
2019-08-30 16:28:18 server.req_resp_Imp.ResponImp.getResHeader(ResponImp.java:61) ResponImp.java INFO 后缀：html
2019-08-30 16:28:22 server.req_resp_Imp.RequestImp.spBody(RequestImp.java:96) RequestImp.java INFO id
2019-08-30 16:28:22 server.req_resp_Imp.RequestImp.spBody(RequestImp.java:96) RequestImp.java INFO pwd
2019-08-30 16:28:22 server.req_resp_Imp.ResponImp.getResHeader(ResponImp.java:61) ResponImp.java INFO 后缀：action
2019-08-30 16:28:25 server.req_resp_Imp.ResponImp.getResHeader(ResponImp.java:61) ResponImp.java INFO 后缀：html
2019-08-30 16:28:25 server.req_resp_Imp.ResponImp.getResHeader(ResponImp.java:61) ResponImp.java INFO 后缀：html
2019-08-30 16:28:28 server.req_resp_Imp.RequestImp.spBody(RequestImp.java:96) RequestImp.java INFO id
2019-08-30 16:28:28 server.req_resp_Imp.RequestImp.spBody(RequestImp.java:96) RequestImp.java INFO pwd
2019-08-30 16:28:28 server.req_resp_Imp.ResponImp.getResHeader(ResponImp.java:61) ResponImp.java INFO 后缀：action
2019-08-30 16:32:27 server.req_resp_Imp.ResponImp.getResHeader(ResponImp.java:61) ResponImp.java INFO 后缀：ico
2019-08-30 16:32:27 server.req_resp_Imp.ResponImp.getResHeader(ResponImp.java:61) ResponImp.java INFO 后缀：ico
2019-08-30 16:32:31 server.req_resp_Imp.ResponImp.getResHeader(ResponImp.java:61) ResponImp.java INFO 后缀：html
2019-08-30 16:32:31 server.req_resp_Imp.ResponImp.getResHeader(ResponImp.java:61) ResponImp.java INFO 后缀：html
2019-08-30 16:32:41 server.req_resp_Imp.RequestImp.spBody(RequestImp.java:96) RequestImp.java INFO id
2019-08-30 16:32:41 server.req_resp_Imp.RequestImp.spBody(RequestImp.java:96) RequestImp.java INFO pwd
2019-08-30 16:32:41 server.req_resp_Imp.ResponImp.getResHeader(ResponImp.java:61) ResponImp.java INFO 后缀：action
2019-08-30 16:32:43 server.req_resp_Imp.RequestImp.spBody(RequestImp.java:96) RequestImp.java INFO id
2019-08-30 16:32:43 server.req_resp_Imp.RequestImp.spBody(RequestImp.java:96) RequestImp.java INFO pwd
